,price,Position,combinedForecast,Profit&Loss,Profit&Loss
1992-09-14,82.88119230769227,0.0,18.621343000281335,-0.02264229450838684,2228.6145411695084
1992-09-15,82.83119230769225,0.0,18.69630742685783,-0.02264268097906097,2228.5918984885293
1992-09-16,82.78119230769225,0.0,18.589133121621643,-0.02264306328015664,2228.569255425249
1992-09-17,82.79119230769227,0.0,18.716477016252394,-0.022643441461696057,2228.5466119837874
1992-09-18,82.78119230769225,0.0,18.771222983618507,-0.02264381557415618,2228.5239681682133
1992-09-21,82.74119230769227,0.0,18.549224534473552,-0.02264418566664972,2228.5013239825466
1992-09-22,82.67119230769225,0.0,17.872262876744088,-0.022644551787379896,2228.4786794307593
1992-09-23,82.64119230769225,0.0,17.430098583098463,-0.02264491398454993,2228.4560345167747
1992-09-24,82.69119230769225,0.0,17.082686342964653,-0.022645272305453545,2228.4333892444693
1992-09-25,82.82119230769227,0.0,16.381343920846813,-0.02264562679647497,2228.410743617673
1992-09-28,82.90119230769227,0.0,16.62537634682652,-0.022645977503998438,2228.388097640169
1992-09-29,82.90119230769227,0.0,17.087819357983456,-0.022646324473043933,2228.3654513156957
1992-09-30,82.88119230769227,0.0,17.37286886566192,-0.022647428611890064,2228.342803887084
1992-10-01,83.02119230769227,0.0,17.094970105826995,-0.022652772166566137,2228.3201511149173
1992-10-02,83.05119230769225,0.0,17.862459269774824,-0.022658066791791498,2228.2974930481255
1992-10-05,83.07119230769227,0.0,18.63188064432815,-0.022663312975510053,2228.27482973515
1992-10-06,82.99119230769227,0.0,18.328498145882595,-0.022668511199753993,2228.25216122395
1992-10-07,82.80119230769225,0.0,15.74899232066999,-0.022673661942462786,2228.2294875620078
1992-10-08,,0.0,15.745869641877809,-0.022678765675209434,2228.2068087963326
1992-10-09,82.77119230769227,0.0,15.023550392312323,-0.022683822865019465,2228.1841249734675
1992-10-12,82.76119230769227,0.0,14.68002177829049,-0.022688833973461442,2228.161436139494
1992-10-13,82.79119230769227,0.0,14.444847239526819,-0.02269379945755645,2228.1387423400365
1992-10-14,82.78119230769227,0.0,14.229260742488618,-0.02269871976795912,2228.1160436202686
1992-10-15,82.81119230769225,0.0,14.1112974716232,-0.022703595352595585,2228.093340024916
1992-10-16,82.73119230769225,0.0,13.402320912296664,-0.022708426653025526,2228.070631598263
1992-10-19,82.59119230769225,0.0,11.821200751126781,-0.0227132141058064,2228.047918384157
1992-10-20,82.29119230769227,0.0,7.84196666367274,-0.022717958143857686,2228.0252004260133
1992-10-21,82.42119230769225,0.0,6.647386301969889,-0.022722659194641892,2228.0024777668186
1992-10-22,82.44119230769228,0.0,6.051872540681015,-0.022727317681074055,2227.9797504491376
1992-10-23,82.33119230769228,0.0,5.12892873956759,-0.02273193402106699,2227.9570185151165
1992-10-26,82.35119230769227,0.0,4.46015330881784,-0.022736508629350283,2227.934282006487
1992-10-27,82.50119230769226,0.0,3.981146347994477,-0.022741041915196547,2227.911540964572
1992-10-28,82.53119230769227,0.0,3.9144200448447157,-0.02274553428287618,2227.888795430289
1992-10-29,82.56119230769225,0.0,3.9417145676876277,-0.02274998613347634,2227.8660454441556
1992-10-30,82.49119230769227,0.0,3.749054898423203,-0.022754397863081977,2227.8432910462925
1992-11-02,82.42119230769225,0.0,3.3914098604829377,-0.022758769863685302,2227.820532276429
1992-11-03,82.39119230769226,0.0,3.0234771568627816,-0.022763102523185808,2227.7977691739056
1992-11-04,82.37119230769225,0.0,2.64082006261012,-0.022767396225390257,2227.7750017776802
1992-11-05,82.35119230769227,0.0,2.2404695958958607,-0.022771651349103195,2227.752230126331
1992-11-06,82.23119230769225,0.0,1.4541051643854659,-0.02277586827040068,2227.7294542580607
1992-11-09,82.21119230769227,0.0,0.7639621863859565,-0.0227800473599018,2227.706674210701
1992-11-10,82.31119230769225,0.0,0.4358979542836471,-0.022784188985951914,2227.683890021715
1992-11-11,82.39119230769226,0.0,0.41372365490485913,-0.02278829351098466,2227.661101728204
1992-11-12,82.46119230769227,0.0,0.6148751659057883,-0.022792361295614683,2227.6383093669083
1992-11-13,82.37119230769225,0.0,0.5192980637169449,-0.022796392694999668,2227.6155129742133
1992-11-16,82.28119230769227,0.0,0.16968547526494346,-0.022800388061114063,2227.592712586152
1992-11-17,82.36119230769226,0.0,0.1163808682162724,-0.022804347741839592,2227.5699082384103
1992-11-18,82.44119230769228,0.0,0.320426405645709,-0.022808272082329495,2227.547099966328
1992-11-19,82.42119230769225,0.0,0.452574187318531,-0.022812161423189536,2227.524287804905
1992-11-20,82.36119230769226,0.0,0.3820226172554264,-0.02281601610184225,2227.501471788803
1992-11-23,82.33119230769228,0.0,0.23092617521533013,-0.0228198364511627,2227.478651952352
1992-11-24,82.40119230769227,0.0,0.3283858457357517,-0.022823622801752208,2227.45582832955
1992-11-25,82.31119230769225,0.0,0.1212111339017276,-0.022827375480119372,2227.43300095407
1992-11-26,,0.0,0.11796727202576604,-0.02283109480958956,2227.4101698592603
1992-11-27,82.20119230769225,0.0,-0.4955702223329092,-0.022834781109395408,2227.387335078151
1992-11-30,82.18119230769227,0.0,-1.102568286683007,-0.022838434696495824,2227.3644966434545
1992-12-01,82.17119230769225,0.0,-1.6730125304672034,-0.022842055883756984,2227.3416545875707
1992-12-02,82.18119230769227,0.0,-2.1301586399174335,-0.022845644980407087,2227.3188089425903
1992-12-03,82.21119230769227,0.0,-2.394129291897663,-0.022849202293400594,2227.295959740297
1992-12-04,82.34119230769225,0.0,-1.9124779182948426,-0.02285272812605399,2227.273107012171
1992-12-07,82.45119230769225,0.0,-1.188937822971406,-0.022856222778045776,2227.250250789393
1992-12-08,82.50119230769226,0.0,-0.43716794668404957,-0.022859686546325975,2227.2273911028465
1992-12-09,82.48119230769225,0.0,0.16400116385975716,-0.02286311972511612,2227.2045279831214
1992-12-10,82.46119230769227,0.0,0.633207095193303,-0.022866522604545025,2227.181661460517
1992-12-11,82.38119230769227,0.0,0.7244415944391418,-0.02286989547246776,2227.1587915650443
1992-12-14,82.37119230769225,0.0,0.7982821030278803,-0.022873238614010916,2227.1359183264303
1992-12-15,82.42119230769225,0.0,1.0555802057936867,-0.0228765523106631,2227.1130417741197
1992-12-16,82.51119230769227,0.0,1.5971667363187316,-0.022879836841184442,2227.0901619372785
1992-12-17,82.46119230769227,0.0,1.8988914278823736,-0.022883092481151834,2227.0672788447973
1992-12-18,82.47119230769228,0.0,2.2482386869164266,-0.022886319503868435,2227.0443925252935
1992-12-21,82.51119230769227,0.0,2.717158060109923,-0.022889518178999424,2227.0215030071145
1992-12-22,82.55119230769228,0.0,3.3100406491339895,-0.022892688774845737,2226.9986103183396
1992-12-23,82.56119230769225,0.0,3.9147938666880413,-0.022895831555615587,2226.975714486784
1992-12-24,82.57119230769227,0.0,4.516166168589155,-0.0228989467827887,2226.952815540001
1992-12-25,,0.0,4.514615214368955,-0.02290203471602581,2226.929913505285
1992-12-28,82.55119230769228,0.0,4.885488592727889,-0.02290509561134968,2226.907008409674
1992-12-29,82.59119230769225,0.0,5.518590974830472,-0.022908129723418824,2226.8841002799504
1992-12-30,82.64119230769226,0.0,6.3022758386318785,-0.022911137302344287,2226.861189142648
1992-12-31,82.58119230769228,0.0,6.444677900974953,-0.022914118597327615,2226.8382750240507
1993-01-01,,0.0,6.44380280578234,-0.022917073854387127,2226.8153579501964
1993-01-04,82.72119230769228,0.0,7.445532704596267,-0.0229200033172674,2226.792437946879
1993-01-05,82.72119230769228,0.0,8.527484571816599,-0.022922907226529787,2226.7695150396526
1993-01-06,82.72119230769228,0.0,9.49063622635551,-0.02292578582137139,2226.746589253831
1993-01-07,82.57119230769227,0.0,7.636853941736544,-0.022928639337351342,2226.723660614494
1993-01-08,82.63119230769227,0.0,7.7183345334209825,-0.022931468008209777,2226.7007291464856
1993-01-11,82.69119230769228,0.0,8.067892547452944,-0.022934272065867845,2226.6777948744198
1993-01-12,82.68119230769227,0.0,8.496661489135723,-0.022937051739063463,2226.6548578226807
1993-01-13,82.72119230769228,0.0,9.00479339185158,-0.022939807253806066,2226.631918015427
1993-01-14,82.77119230769227,0.0,9.638760658440104,-0.02294253883519559,2226.6089754765917
1993-01-15,82.83119230769228,0.0,10.409055487665395,-0.022945246705148747,2226.5860302298865
1993-01-18,82.82119230769227,0.0,11.195138633001765,-0.022947931083308504,2226.5630822988032
1993-01-19,82.82119230769227,0.0,11.94377073535323,-0.022950592187044094,2226.540131706616
1993-01-20,82.84119230769227,0.0,12.734528125971815,-0.022953230231905764,2226.5171784763843
1993-01-21,82.87119230769227,0.0,13.578053984277894,-0.02295584543117002,2226.494222630953
1993-01-22,82.97119230769228,0.0,13.839304055487611,-0.02295843799583963,2226.4712641929573
1993-01-25,83.04119230769227,0.0,14.94904345826988,-0.022961008134643635,2226.4483031848226
1993-01-26,83.02119230769227,0.0,15.921439015746978,-0.022963556054492074,2226.425339628768
1993-01-27,83.07119230769227,1.0,17.096381137207263,-0.022966081960021256,2226.402373546808
1993-01-28,83.13119230769227,1.0,18.25260899529627,-0.022968586053593754,2226.3794049607545
1993-01-29,83.18119230769227,1.0,19.6194198922407,124.97702893145652,2351.356433892211
1993-02-01,83.21119230769227,1.0,20.0,74.97702647039614,2426.333460362607
1993-02-02,83.15119230769227,1.0,20.0,-150.0229759694662,2276.310484393141
1993-02-03,83.14119230769226,1.0,20.0,-25.022978388306456,2251.2875060048345
1993-02-04,83.21119230769227,1.0,20.0,174.97701921372027,2426.264525218555
1993-02-05,83.35119230769227,1.0,20.0,349.9770168363366,2776.2415420548914
1993-02-08,83.31119230769227,1.0,20.0,-100.02298552059756,2676.218556534294
1993-02-09,83.27119230769227,1.0,20.0,-100.02298785721723,2576.1955686770766
1993-02-10,83.16119230769227,1.0,19.494754007459157,-275.0229901738139,2301.1725785032627
1993-02-11,83.24119230769227,1.0,19.5049531020463,199.9770075294964,2501.149586032759
1993-02-12,83.24119230769227,1.0,20.0,-0.0229947474713299,2501.1265912852878
1993-02-15,,1.0,20.0,-0.022997004910848773,2501.103594280377
1993-02-16,83.30119230769228,1.0,20.0,-0.02299924299495615,2501.080595037382
1993-02-17,83.41119230769227,1.0,20.0,274.97699853809854,2776.0575935754805
1993-02-18,83.57119230769227,1.0,19.487938549955174,399.9769963381905,3176.034589913671
1993-02-19,83.57119230769227,1.0,20.0,-0.02300584286922458,3176.0115840708017
1993-02-22,83.58119230769228,1.0,20.0,24.976991994735727,3200.9885760655375
1993-02-23,83.74119230769227,1.0,20.0,399.9769898507989,3600.9655659163363
1993-02-24,83.68119230769227,1.0,20.0,-150.02301227478983,3450.9425536415465
1993-02-25,83.66119230769227,1.0,20.0,-50.023014382206384,3400.91953925934
1993-02-26,83.67119230769227,1.0,20.0,24.976983528322307,3425.8965227876624
1993-03-01,83.75119230769226,1.0,20.0,199.97698145673394,3625.8735042443964
1993-03-02,83.76119230769227,1.0,20.0,24.976979402814322,3650.8504836472107
1993-03-03,83.87119230769227,1.0,20.0,274.9769773663752,3925.827461013586
1993-03-04,83.94119230769228,1.0,20.0,174.97697534732288,4100.804436360909
1993-03-05,83.78119230769227,1.0,20.0,-400.02302665459683,3700.781409706312
1993-03-08,83.77119230769227,1.0,20.0,-25.0230286393803,3675.7583810669316
1993-03-09,83.67119230769227,0.0,20.0,-250.02303060736858,3425.735350459563
1993-03-10,83.61119230769226,0.0,20.0,-150.0230325585594,3275.7123179010036
1993-03-11,83.68119230769227,0.0,20.0,-0.02303449317423656,3275.6892834078294
1993-03-12,83.51119230769227,0.0,18.25859977726931,-0.02303641135677026,3275.6662469964726
1993-03-15,83.45119230769227,0.0,17.49114524339634,-0.023038313248889608,3275.6432086832237
1993-03-16,83.58119230769228,0.0,16.404317337683967,-0.023040198996568506,3275.620168484227
1993-03-17,83.64119230769226,0.0,16.410343524576867,-0.02304206874441661,3275.5971264154828
1993-03-18,83.78119230769227,0.0,16.028807489262814,-0.02304392263522459,3275.5740824928475
1993-03-19,83.74119230769227,0.0,16.25095533191608,-0.023045760811328364,3275.551036732036
1993-03-22,83.76119230769227,0.0,16.688632107111435,-0.023047583413244865,3275.527989148623
1993-03-23,83.84119230769227,0.0,17.073350673698318,-0.023049390579217288,3275.5049397580437
1993-03-24,83.79119230769227,0.0,17.201454131619546,-0.023051182447488827,3275.4818885755963
1993-03-25,83.79119230769227,0.0,17.590932045731492,-0.02305295915402894,3275.4588356164422
1993-03-26,83.66119230769227,0.0,16.15590949814798,-0.023054720834352338,3275.435780895608
1993-03-29,83.70119230769227,0.0,16.162185882501298,-0.02305646762215474,3275.4127244279857
1993-03-30,83.76119230769227,0.0,16.261863462823584,-0.02305819964976763,3275.389666228336
1993-03-31,83.73119230769227,0.0,16.313651274185844,-0.02305991704815824,3275.366606311288
1993-04-01,83.74119230769227,0.0,16.503525224051945,-0.023061619947839063,3275.34354469134
1993-04-02,83.64119230769226,0.0,15.511353519642586,-0.023063308476594102,3275.3204813828634
1993-04-05,83.68119230769227,0.0,15.411081236638054,-0.023064982762662112,3275.2974164001007
1993-04-06,83.74119230769227,0.0,15.411392151269055,-0.023066642932462855,3275.2743497571682
1993-04-07,83.75119230769226,0.0,15.543255754460079,-0.02306828911014236,3275.251281468058
1993-04-08,83.88119230769227,0.0,15.25549129360835,-0.02306992141984665,3275.2282115466382
1993-04-09,,0.0,15.254090120494904,-0.02307153998481226,3275.2051400066534
1993-04-12,,0.0,15.252514872519216,-0.02307314492554724,3275.182066861728
1993-04-13,83.98119230769227,0.0,16.00199076484383,-0.023074736363469128,3275.1589921253644
1993-04-14,84.03119230769228,0.0,17.092159397873484,-0.023076314416812238,3275.1359158109476
1993-04-15,84.03119230769228,0.0,18.061359939714677,-0.02307787920381088,3275.112837931744
1993-04-16,84.04119230769227,0.0,18.956859132422935,-0.023079430841789872,3275.089758500902
1993-04-19,84.07119230769227,0.0,19.840479488717275,-0.02308096944625504,3275.0666775314558
1993-04-20,84.08119230769228,0.0,20.0,-0.023082495132257463,3275.0435950363235
1993-04-21,84.11119230769228,1.0,20.0,-0.023084008013029234,3275.0205110283105
1993-04-22,84.15119230769227,1.0,20.0,-0.023085508200892946,3274.9974255201096
1993-04-23,84.12119230769227,1.0,20.0,-75.0230869958109,3199.9743385242987
1993-04-26,84.07119230769227,1.0,20.0,-125.02308847093764,3074.951250053361
1993-04-27,83.98119230769227,1.0,20.0,-225.02308993372844,2849.9281601196326
1993-04-28,83.96119230769227,1.0,20.0,-50.02309138423243,2799.9050687354
1993-04-29,84.05119230769228,1.0,20.0,224.97690717738897,3024.881975912789
1993-04-30,84.01119230769227,1.0,19.897520924519746,-100.02309424897248,2924.8588816638166
1993-05-03,84.11119230769228,1.0,19.37956322756846,249.97690433666003,3174.8357860004767
1993-05-04,84.12119230769227,1.0,19.80307961325471,24.97690293404139,3199.812688934518
1993-05-05,84.10119230769227,1.0,19.979767247034903,-50.02309845677382,3149.7895904777442
1993-05-06,84.13119230769227,1.0,20.0,74.97690016399383,3224.766490641738
1993-05-07,84.13119230769227,1.0,20.0,-0.023101203711121343,3224.743389438027
1993-05-10,84.15119230769227,1.0,20.0,49.97689743999808,3274.720286878025
1993-05-11,84.15119230769227,1.0,20.0,-0.023103904949948628,3274.697182973075
1993-05-12,84.13119230769227,1.0,20.0,-50.023105238674816,3224.6740777344003
1993-05-13,84.05119230769228,1.0,20.0,-200.02310656128975,3024.6509711731105
1993-05-14,84.02119230769227,1.0,19.56281315004871,-75.02310787287661,2949.627863300234
1993-05-17,83.95119230769227,1.0,18.26234188387488,-175.02310917353907,2774.604754126695
1993-05-18,83.94119230769228,1.0,17.65088861193752,-25.02311046330624,2749.5816436633886
1993-05-19,84.01119230769227,1.0,16.804309750446244,174.97688825758996,2924.5585319209786
1993-05-20,84.02119230769227,1.0,16.66440743885306,24.976886989205923,2949.5354189101845
1993-05-21,83.97119230769228,1.0,15.990724977854368,-125.02311426865435,2824.51230464153
1993-05-24,83.91119230769227,1.0,14.999179521064075,-150.02311551605544,2674.4891891254747
1993-05-25,83.90119230769227,1.0,14.38954992588617,-25.023116753074646,2649.4660723724
1993-05-26,83.92119230769228,1.0,13.876281600799798,49.97688202023801,2699.442954392638
1993-05-27,83.86119230769228,1.0,12.860061663408331,-150.0231191963212,2549.419835196317
1993-05-28,83.85119230769227,0.0,12.170697936769812,-25.02312040274728,2524.3967147935696
1993-05-31,,0.0,12.170457361601667,-0.02312159913162759,2524.373593194438
1993-06-01,83.98119230769227,0.0,12.020204838023576,-0.023122785593386652,2524.3504704088446
1993-06-02,83.97119230769228,0.0,12.0514839727906,-0.02312396220577284,2524.327346446639
1993-06-03,84.02119230769227,0.0,12.04792388236073,-0.023125129053823912,2524.304221317585
1993-06-04,83.88119230769227,0.0,10.15540243567297,-0.023126286221213377,2524.2810950313637
1993-06-07,83.91119230769227,0.0,9.799445144935389,-0.023127433792069496,2524.2579675975717
1993-06-08,83.89119230769228,0.0,9.461796139847564,-0.02312857184870154,2524.234839025723
1993-06-09,83.90119230769227,0.0,9.194710171605525,-0.023129700472964032,2524.21170932525
1993-06-10,83.88119230769227,0.0,8.861333149385501,-0.023130819745802,2524.188578505504
1993-06-11,84.03119230769228,0.0,8.293362485355274,-0.023131929748160474,2524.165446575756
1993-06-14,84.08119230769228,0.0,8.803190232363544,-0.02313303055916549,2524.142313545197
1993-06-15,84.12119230769227,0.0,9.455097436114443,-0.023134122258397838,2524.1191794229385
1993-06-16,84.11119230769228,0.0,10.02933821218849,-0.023135204923619312,2524.096044218015
1993-06-17,84.12119230769227,0.0,10.60002697600831,-0.02313627863259171,2524.0729079393823
1993-06-18,84.05119230769228,0.0,10.462414418196166,-0.02313734346171259,2524.0497705959206
1993-06-21,84.09119230769227,0.0,10.711853434662249,-0.02313839948783425,2524.0266321964327
1993-06-22,84.09119230769227,0.0,11.013447806164336,-0.023139446785535256,2524.003492749647
1993-06-23,84.08119230769228,0.0,11.22501713560214,-0.023140485429848923,2523.9803522642173
1993-06-24,84.13119230769227,0.0,11.50508767889509,-0.023141515495353815,2523.957210748722
1993-06-25,84.20119230769227,0.0,11.925204580866225,-0.02314253705480951,2523.934068211667
1993-06-28,84.24119230769227,0.0,12.695163035232868,-0.02314355018097558,2523.910924661486
1993-06-29,84.28119230769228,0.0,13.578284073768758,-0.02314455494615686,2523.88778010654
1993-06-30,84.25119230769228,0.0,14.102950048613879,-0.023145551421748678,2523.8646345551183
1993-07-01,84.27119230769227,0.0,14.826005620266729,-0.023146539678236877,2523.84148801544
1993-07-02,84.31119230769228,1.0,15.5889097043045,-0.02314751978565255,2523.8183404956544
1993-07-05,,1.0,15.589423920978374,-0.023148491814026784,2523.7951920038404
1993-07-06,84.26119230769227,1.0,15.809849717816016,-0.023149455832026433,2523.7720425480084
1993-07-07,84.26119230769227,1.0,16.307799530731987,-0.0231504119078636,2523.7488921361005
1993-07-08,84.29119230769227,1.0,16.890930577006444,74.97684863989389,2598.7257407759944
1993-07-09,84.31119230769228,1.0,17.575654167628738,49.976847699523205,2648.7025884755176
1993-07-12,84.07119230769227,0.0,11.148799625831293,-600.0231532331773,2048.6794352423403
1993-07-13,84.04119230769227,0.0,10.589039310609996,-75.02315415813428,1973.656281084206
1993-07-14,84.11119230769226,0.0,10.102360120209562,-0.023155075498152655,1973.633126008708
1993-07-15,84.11119230769226,0.0,9.969117866959786,-0.0231559853195904,1973.6099700233883
1993-07-16,84.14119230769226,0.0,9.860045201097149,-0.023156887659297354,1973.586813135729
1993-07-19,84.13119230769227,0.0,9.73134545624576,-0.02315778258116552,1973.5636553531479
1993-07-20,84.04119230769227,0.0,8.967383227448895,-0.023158670147950033,1973.540496683
1993-07-21,83.97119230769228,0.0,8.14428439637415,-0.023159550422178654,1973.5173371325777
1993-07-22,83.88119230769227,0.0,6.959400115107394,-0.023160423465242275,1973.4941767091125
1993-07-23,83.85119230769227,0.0,6.034367803207238,-0.02316128933875916,1973.4710154197737
1993-07-26,83.89119230769226,0.0,5.286009044846843,-0.023162148103438085,1973.4478532716703
1993-07-27,83.87119230769227,0.0,4.56552490944731,-0.023162999819305696,1973.424690271851
1993-07-28,83.90119230769227,0.0,4.040445744215873,-0.023163844545933898,1973.401526427305
1993-07-29,84.00119230769226,0.0,3.8676446292343716,-0.023164682342439846,1973.3783617449626
1993-07-30,83.98119230769227,0.0,3.834197155588591,-0.023165513267258575,1973.3551962316953
1993-08-02,83.92119230769227,0.0,3.4795631847845723,-0.02316633737882512,1973.3320298943165
1993-08-03,83.95119230769227,0.0,3.342129734879159,-0.023167154734437645,1973.308862739582
1993-08-04,83.95119230769227,0.0,3.2108974394039103,-0.02316796539093957,1973.2856947741911
1993-08-05,83.99119230769227,0.0,3.253271727387054,-0.023168769405174316,1973.262526004786
1993-08-06,84.04119230769227,0.0,3.520327172850698,-0.023169566833075805,1973.239356437953
1993-08-09,84.09119230769227,0.0,3.9796424989992722,-0.02317035772989584,1973.216186080223
1993-08-10,84.06119230769227,0.0,4.2454372966323515,-0.023171142150658852,1973.1930149380723
1993-08-11,84.07119230769227,0.0,4.533651491246568,-0.02317192015038927,1973.169843017922
1993-08-12,84.09119230769227,0.0,4.8903588931069635,-0.02317269178274728,1973.1466703261392
1993-08-13,84.16119230769227,0.0,5.503256341593523,-0.023173457101165695,1973.123496869038
1993-08-16,84.18119230769227,0.0,6.188022198725912,-0.023174216159077332,1973.100322652879
1993-08-17,84.17119230769227,0.0,6.750428376731389,-0.02317496900900551,1973.07714768387
1993-08-18,84.20119230769227,0.0,7.4044649270719205,-0.02317571570324617,1973.0539719681667
1993-08-19,84.28119230769227,0.0,8.208574734356898,-0.023176456293185765,1973.0307955118735
1993-08-20,84.30119230769228,0.0,9.200015080698543,-0.023177190830210748,1973.0076183210433
1993-08-23,84.29119230769227,0.0,10.011611955941856,-0.023177919365480193,1972.9844404016778
1993-08-24,84.39119230769226,0.0,10.739915986860542,-0.023178641948788936,1972.961261759729
1993-08-25,84.43119230769227,0.0,11.998542030474814,-0.02317935863038656,1972.9380824010987
1993-08-26,84.49119230769227,0.0,13.316013996022708,-0.02318006945961315,1972.914902331639
1993-08-27,84.46119230769227,0.0,14.201483252148828,-0.023180774485581424,1972.8917215571535
1993-08-30,84.50119230769226,1.0,15.379752212442316,-0.023181473756949345,1972.8685400833965
1993-08-31,84.48119230769227,1.0,16.176689913160047,-0.02318216732169276,1972.8453579160748
1993-09-01,,1.0,16.17756383463566,-0.023182855228014887,1972.8221750608468
1993-09-02,84.55119230769228,1.0,17.25514431331514,-0.023183537522754705,1972.798991523324
1993-09-03,84.69119230769228,1.0,17.02857416353617,349.97681578574816,2322.775807309072
1993-09-06,,1.0,17.029044123594417,-0.02318488546552544,2322.7526224236067
1993-09-07,84.72119230769228,1.0,18.587747917110626,-0.023185551206097443,2322.7294368724006
1993-09-08,84.67119230769227,1.0,19.12768175900446,-125.02318621154927,2197.7062506608513
1993-09-09,84.56119230769227,1.0,17.37884955262628,-275.023186866453,1922.6830637943983
1993-09-10,84.64119230769226,1.0,17.656059384975933,199.9768124839436,2122.659876278342
1993-09-13,84.63119230769227,1.0,18.322185796281573,-25.023188160336304,2097.6366881180056
1993-09-14,84.52119230769227,0.0,16.505975103604946,-275.02318879941686,1822.6134993185888
1993-09-15,84.55119230769228,0.0,16.707302868804504,74.97681056672855,1897.5903098853173
1993-09-16,84.55119230769228,0.0,16.95951210567675,-0.023190061970126408,1897.5671198233472
1993-09-17,84.54119230769227,0.0,17.016208763721338,-0.023190685549025147,1897.5439291377982
1993-09-20,84.52119230769227,0.0,16.904083888868243,-0.0231913040533982,1897.5207378337448
1993-09-21,84.52119230769227,0.0,16.861421526947424,-0.023191917525537065,1897.4975459162192
1993-09-22,84.54119230769227,0.0,16.888436473619983,-0.023192526007505876,1897.4743533902117
1993-09-23,84.54119230769227,1.0,16.936765980865648,-0.02319312954068664,1897.451160260671
1993-09-24,84.58119230769228,1.0,17.016436047130437,-0.023193728166233996,1897.4279665325048
1993-09-27,84.70119230769227,1.0,16.27736382755724,299.9768056780508,2197.4047722105556
1993-09-28,84.72119230769228,1.0,17.050116527558647,49.97680508916801,2247.3815772997236
1993-09-29,84.65119230769227,1.0,16.594961367727176,-175.02319549502226,2072.3583818047014
1993-09-30,84.59119230769227,1.0,16.10995418133842,-150.02319571866474,1922.3351860860366
1993-10-01,84.66119230769227,1.0,16.010206891108773,174.97680325604324,2097.31198934208
1993-10-04,84.68119230769227,1.0,16.38280762944687,49.97680223620364,2147.2887915782835
1993-10-05,84.65119230769227,1.0,16.4149939400287,-75.0231987780976,2072.265592800186
1993-10-06,84.67119230769227,1.0,16.67086359701768,49.97680021308679,2122.2423930132727
1993-10-07,84.67119230769227,1.0,16.910866721023577,-0.02320079021546917,2122.2191922230572
1993-10-08,84.75119230769226,1.0,16.85759399093571,199.9767982119606,2322.195990435018
1993-10-11,,1.0,16.859566780506082,-0.02320278036813761,2322.1727876546497
1993-10-12,84.85119230769227,1.0,17.628681358127928,-0.023203767219456495,2322.1495838874303
1993-10-13,84.84119230769227,1.0,18.553026113397934,-25.023204748606986,2297.1263791388233
1993-10-14,84.89119230769226,1.0,19.43484191279444,124.97679427549292,2422.103173414316
1993-10-15,84.93119230769227,1.0,20.0,99.97679330507253,2522.0799667193887
1993-10-18,84.84119230769227,1.0,19.18980505527683,-225.02320765993954,2297.056759059449
1993-10-19,84.84119230769227,1.0,19.631265889309596,-0.023208619471461134,2297.0335504399777
1993-10-20,84.86119230769226,1.0,20.0,49.9767904264163,2347.010340866394
1993-10-21,84.78119230769227,1.0,18.858175933834193,-200.02321052224215,2146.987130344152
1993-10-22,84.72119230769228,1.0,18.001941851647235,-150.0232114654682,1996.9639188786837
1993-10-25,84.66119230769227,1.0,16.98811266452559,-150.02321240334595,1846.9407064753377
1993-10-26,84.70119230769227,1.0,16.447359594153415,99.97678666419824,1946.917493139536
1993-10-27,84.68119230769227,1.0,16.04757379349296,-50.02321426282447,1896.8942788767115
1993-10-28,84.68119230769227,1.0,15.721622378010382,-0.023215184508899256,1896.8710636922026
1993-10-29,84.65119230769227,1.0,15.17507063273816,-75.02321610081935,1821.8478475913832
1993-11-01,84.51119230769227,0.0,12.347445275672817,-350.02321701177107,1471.8246305796122
1993-11-02,84.43119230769227,0.0,10.820116914382119,-200.0232179173761,1271.801412662236
1993-11-03,84.44119230769228,0.0,9.734351491425564,-0.023218817661700086,1271.7781938445744
1993-11-04,84.42119230769227,0.0,8.694761980756335,-0.023219712626314504,1271.754974131948
1993-11-05,84.32119230769227,0.0,7.062098585188167,-0.02322060228789269,1271.7317535296602
1993-11-08,84.42119230769227,0.0,5.916664408328768,-0.023221486660304436,1271.7085320429999
1993-11-09,84.45119230769227,0.0,5.4495119413355075,-0.02322236575741954,1271.6853096772425
1993-11-10,84.40119230769227,0.0,4.826630052157302,-0.023223239593789913,1271.6620864376487
1993-11-11,84.37119230769227,0.0,4.18077140250986,-0.023224108184194847,1271.6388623294645
1993-11-12,84.45119230769227,0.0,3.7253226421311014,-0.02322497154341363,1271.615637357921
1993-11-15,84.45119230769227,0.0,3.5728827434792403,-0.02322582968736242,1271.5924115282337
1993-11-16,84.48119230769227,0.0,3.544226850940917,-0.02322668263104788,1271.5691848456026
1993-11-17,84.48119230769227,0.0,3.56481858893889,-0.02322753039084091,1271.5459573152118
1993-11-18,84.41119230769227,0.0,3.1379306496117514,-0.023228372982885048,1271.522728942229
1993-11-19,84.32119230769227,0.0,2.307717180427426,-0.023229210423551194,1271.4994997318054
1993-11-22,84.28119230769227,0.0,1.5152389258368806,-0.023230042729437628,1271.476269689076
1993-11-23,84.36119230769226,0.0,1.117376746440226,-0.023230869917597374,1271.4530388191583
1993-11-24,84.35119230769227,0.0,0.8162816672256934,-0.02323169200508346,1271.4298071271533
